adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,theaters,total_gross,year
"$22,400","$246,000",,2/5,Oscilloscope Pictures,Documentary,Art and Craft,9/19,312,Unrated,"September 19, 2014",1 hrs. 29 min.,Osci.,20,"$235,037",2014
"$8,900","$241,000",,1/25,Zeitgeist,Foreign,Diplomacy,10/15,313,Unrated,"October 15, 2014",1 hrs. 25 min.,Zeit.,14,"$230,880",2014
"$93,600","$237,700",,2/6,Well Go USA,Foreign,The Suspect (2014),1/10,314,Unrated,"January 10, 2014",2 hrs. 17 min.,WGUSA,20,"$218,693",2014
"$123,700","$235,000",,12/11,Eros,Comedy,Dr. Cabbie (U.S. only),11/26,315,Unrated,"November 26, 2014",1 hrs. 41 min.,Eros,220,"$225,490",2014
"$65,100","$223,700",,7/27,China Lion,Foreign,The Breakup Guru,6/27,316,Unrated,"June 27, 2014",1 hrs. 54 min.,CL,12,"$208,959",2014
"$23,900","$223,200",,8/21,Radius-TWC,Documentary,Supermensch: The Legend of Shep Gordon,6/6,317,R,"June 6, 2014",1 hrs. 24 min.,RTWC,46,"$213,064",2014
"$75,700","$219,200",,3/23,Adopt Films,Foreign,Bethlehem,3/7,318,Unrated,"March 7, 2014",1 hrs. 39 min.,AF,29,"$201,700",2014
"$15,000","$217,600",,5/22,Millennium Ent.,Crime Thriller,Rob the Mob,3/21,319,R,"March 21, 2014",1 hrs. 44 min.,MNE,30,"$208,693",2014
,"$217,500",,7/31,Focus Features,Documentary,Under the Electric Sky,5/29,320,PG-13,"May 29, 2014",1 hrs. 29 min.,Focus,25,"$207,584",2014
"$13,400","$211,300",,10/26,Big World Pictures,Foreign,A Summer's Tale,6/20,321,G,"June 20, 2014",1 hrs. 48 min.,BWP,9,"$198,126",2014
"$155,100","$210,100",,4/10,Freestyle Releasing,Thriller,Jinn,4/4,322,PG-13,"April 4, 2014",1 hrs. 37 min.,Free,201,"$202,348",2014
"$15,200","$209,500",,8/21,Magnolia,Comedy / Drama,The Double (2014),5/9,323,R,"May 9, 2014",1 hrs. 33 min.,Magn.,16,"$200,406",2014
"$24,300","$208,800",,1/29,Tribeca Film,Drama,Listen Up Philip,10/17,324,Unrated,"October 17, 2014",1 hrs. 48 min.,Trib.,30,"$200,126",2014
"$6,600","$203,300",,9/28,Long Shot Factory,Documentary,Code Black,6/20,325,Unrated,"June 20, 2014",1 hrs. 18 min.,Long Shot,10,"$190,229",2014
"$120,400","$190,100",,2/13,Eleven Arts,Animation,Evangelion: 3.0 You Can (Not) Redo,1/10,326,Unrated,"January 10, 2014",1 hrs. 46 min.,Elev.,82,"$174,945",2014
"$18,300","$188,800",,9/11,Magnolia,Foreign,We Are The Best!,5/30,327,Unrated,"May 30, 2014",1 hrs. 42 min.,Magn.,23,"$180,590",2014
"$47,900","$186,700",,5/1,Samuel Goldwyn,Documentary,Anita,3/21,328,Unrated,"March 21, 2014",1 hrs. 17 min.,Gold.,12,"$176,979",2014
"$16,600","$184,500",,11/6,Kino Lorber,Documentary,Afternoon of a Faun,2/5,329,Unrated,"February 5, 2014",1 hrs. 31 min.,KL,11,"$172,450",2014
"$112,100","$181,300",,11/30,Radius-TWC,Fantasy Drama,Horns,10/31,330,R,"October 31, 2014",2 hrs. 0 min.,RTWC,103,"$173,948",2014
"$80,100","$179,000",,6/8,China Lion,Foreign / Action,That Demon Within,4/18,331,Unrated,"April 18, 2014",1 hrs. 52 min.,CL,16,"$172,343",2014
"$22,300","$176,500",,6/19,IFC,Drama,God's Pocket,5/9,332,R,"May 9, 2014",1 hrs. 27 min.,IFC,80,"$169,976",2014
"$112,300","$173,700",,2/13,Giant Flick,Fantasy,Sinbad: The Fifth Voyage,2/7,333,PG-13,"February 7, 2014",1 hrs. 29 min.,GFl,27,"$159,862",2014
"$24,200","$171,500",,11/6,Tribeca Film,Documentary,NAS: Time is Illmatic,10/1,334,Unrated,"October 1, 2014",1 hrs. 18 min.,Trib.,43,"$164,540",2014
"$13,800","$171,100",,12/18,Radius-TWC,Documentary,Keep On Keepin' On,9/19,335,R,"September 19, 2014",1 hrs. 26 min.,RTWC,9,"$163,745",2014
"$10,600","$162,200",,7/27,Variance Films,Documentary,Citizen Koch,6/6,336,Unrated,"June 6, 2014",1 hrs. 30 min.,Vari.,24,"$153,908",2014
"$4,100","$159,900",,8/21,Music Box Films,Foreign,A Coffee in Berlin,6/13,337,Unrated,"June 13, 2014",1 hrs. 23 min.,MBox,12,"$150,275",2014
"$13,200","$159,300",,5/29,Magnolia,Comedy,Alan Partridge: The Movie,4/4,338,R,"April 4, 2014",1 hrs. 30 min.,Magn.,22,"$153,426",2014
"$11,000","$156,900",,5/22,IFC,Documentary,Dancing in Jaffa,4/11,339,Unrated,"April 11, 2014",1 hrs. 26 min.,IFC,23,"$151,098",2014
"$11,300","$156,200",,8/14,Rialto,Foreign,Godzilla: The Japanese Original,4/18,340,Unrated,"April 18, 2014",1 hrs. 38 min.,Rialto,21,"$150,191",2014
"$39,800","$154,800",,7/17,Paladin,Documentary,Kids For Cash,2/7,341,Unrated,"February 7, 2014",1 hrs. 42 min.,Pala.,12,"$143,178",2014
"$30,700","$147,200",,11/13,Drafthouse,Sci-Fi,The Congress,8/29,342,Unrated,"August 29, 2014",1 hrs. 57 min.,Drft.,37,"$137,815",2014
"$14,300","$146,500",,7/17,IFC,Documentary,Gore Vidal: United States of Amnesia,5/23,343,Unrated,"May 23, 2014",1 hrs. 29 min.,IFC,11,"$140,164",2014
"$52,500","$146,300",,8/14,CJ Entertainment,Foreign,The Divine Move,7/25,344,Unrated,"July 25, 2014",1 hrs. 58 min.,CJ,11,"$136,707",2014
,"$144,900",,-,Warner Bros.,Animation,The Polar Express (2014 re-issue),11/1,345,G,"November 1, 2014",1 hrs. 40 min.,WB,,"$139,055Domestic Lifetime Gross: $186,493,472",2014
"$95,300","$144,300",,5/15,Abramorama,Documentary,Mistaken for Strangers,3/28,346,Unrated,"March 28, 2014",1 hrs. 15 min.,Abr.,9,"$138,991",2014
,"$142,400",,8/10,Film Movement,Foreign,The Jewish Cardinal,1/10,347,Unrated,"January 10, 2014",1 hrs. 36 min.,FM,7,"$133,663",2014
"$89,600","$140,400",,9/7,UTV Communications,Foreign,Raja Natwarlal,8/29,348,Unrated,"August 29, 2014",2 hrs. 21 min.,UTV,73,"$131,105",2014
,"$140,100",,11/13,"Monterey Media, Inc.",Drama,Redwood Highway,4/11,349,PG-13,"April 11, 2014",1 hrs. 30 min.,Mont.,17,"$134,049",2014
"$19,000","$134,600",,2/27,Entertainment One,Comedy,Knights of Badassdom,1/21,350,R,"January 21, 2014",1 hrs. 26 min.,EOne,13,"$123,854",2014
,"$133,100",,11/16,Cinema Purgatorio,Documentary,Bjork - Biophilia Live,9/26,351,Unrated,"September 26, 2014",1 hrs. 37 min.,CP,27,"$127,754",2014
"$84,300","$129,900",,5/1,High Top Releasing,Drama,Make Your Move,4/18,352,PG-13,"April 18, 2014",1 hrs. 50 min.,HTR,142,"$125,106",2014
,"$129,400",,2/19,Kino Lorber,Documentary,Finding Fela,8/1,353,Unrated,"August 1, 2014",1 hrs. 59 min.,KL,11,"$120,980",2014
"$72,100","$125,800",,4/13,CBS Films,Horror,Afflicted (2014),4/4,354,R,"April 4, 2014",1 hrs. 25 min.,CBS,44,"$121,179",2014
"$9,800","$122,200",,3/5,Zeitgeist,Foreign,Zero Motivation,12/3,355,Unrated,"December 3, 2014",1 hrs. 40 min.,Zeit.,7,"$116,044",2014
"$40,700","$119,100",,-,Eleven Arts,Animation,Anohana The Movie: The Flower We Saw That Day,1/18,356,Unrated,"January 18, 2014",1 hrs. 46 min.,Elev.,41,"$109,630",2014
"$10,300","$119,000",,12/8,The Orchard,Documentary,Rich Hill,8/1,357,Unrated,"August 1, 2014",1 hrs. 31 min.,Orch.,28,"$111,376",2014
,"$119,000",,1/22,Gathr Films,Documentary,Penton: The John Penton Story,6/23,358,Unrated,"June 23, 2014",,Gathr,14,"$112,159",2014
,"$118,600",,-,Phase 4,Documentary,Duran Duran: Unstaged,9/10,359,Unrated,"September 10, 2014",1 hrs. 50 min.,P4,,"$110,746",2014
"$15,700","$118,100",,11/20,Rocky Mountain Pictures,Documentary,God the Father,10/17,360,R,"October 17, 2014",1 hrs. 41 min.,RM,15,"$113,276",2014
"$72,900","$117,800",,10/12,Cohen Media Group,Foreign,The Liberator,10/3,361,Unrated,"October 3, 2014",1 hrs. 59 min.,Cohen,77,"$113,067",2014
"$4,500","$115,700",,2/12,Drafthouse,Documentary,The Overnighters,10/10,362,PG-13,"October 10, 2014",1 hrs. 30 min.,Drft.,23,"$110,763",2014
"$18,500","$112,500",,7/17,Samuel Goldwyn,Documentary,Ivory Tower,6/13,363,PG-13,"June 13, 2014",1 hrs. 30 min.,Gold.,12,"$106,771",2014
"$13,100","$112,400",,4/9,Dada Films,Comedy,Six Dance Lessons in Six Weeks,12/12,364,Unrated,"December 12, 2014",1 hrs. 47 min.,Da.,13,"$106,323",2014
"$12,100","$109,800",,10/9,Amplify,Drama,God Help the Girl,9/5,365,Unrated,"September 5, 2014",1 hrs. 51 min.,Ampl.,59,"$102,757",2014
"$17,700","$109,100",,10/2,Oscilloscope Pictures,Sci-Fi,Coherence,6/20,366,Unrated,"June 20, 2014",1 hrs. 29 min.,Osci.,7,"$102,617",2014
"$2,800","$108,700",,3/13,IFC,Crime Drama,The Best Offer,1/3,367,R,"January 3, 2014",2 hrs. 11 min.,IFC,15,"$100,035",2014
"$29,200","$108,400",,5/8,Walking on Water Films,Documentary,Beyond Sight: The Derek Rabelo Story,3/7,368,PG,"March 7, 2014",1 hrs. 34 min.,WOWF,2,"$101,074",2014
"$15,200","$107,300",,8/14,Saboteur Media,Documentary,Korengal,5/30,369,R,"May 30, 2014",1 hrs. 25 min.,Sab.,11,"$101,310",2014
"$52,400","$107,300",,1/1,China Lion,Foreign,The Golden Era,10/17,370,Unrated,"October 17, 2014",2 hrs. 57 min.,CL,15,"$102,931",2014
"$27,400","$105,900",,3/5,Strand,Foreign,The Way He Looks,11/7,371,Unrated,"November 7, 2014",1 hrs. 35 min.,Strand,14,"$101,451",2014
"$34,800","$105,500",,11/13,Weinstein Company,Musical,One Chance,10/10,372,PG-13,"October 10, 2014",1 hrs. 40 min.,Wein.,43,"$101,196",2014
"$14,100","$104,200",,5/1,Zeitgeist,Foreign,Child's Pose,2/19,373,Unrated,"February 19, 2014",1 hrs. 52 min.,Zeit.,10,"$97,170",2014
"$19,300","$100,700",,2/15,Rialto,Foreign,Hiroshima Mon Amour (2014 re-release),10/17,374,Unrated,"October 17, 2014",1 hrs. 32 min.,Rialto,7,"$96,439",2014
"$8,000","$99,500",,3/27,Music Box Films,Foreign,Generation War,1/15,375,Unrated,"January 15, 2014",4 hrs. 30 min.,MBox,7,"$91,595",2014
"$40,900","$99,000",,4/17,"Monterey Media, Inc.",Romantic Comedy,Girl on a Bicycle,2/14,376,R,"February 14, 2014",1 hrs. 41 min.,Mont.,52,"$91,401",2014
"$59,300","$95,900",,4/24,Entertainment One,Comedy,Cuban Fury,4/11,377,R,"April 11, 2014",1 hrs. 38 min.,EOne,79,"$92,384",2014
"$45,200","$94,800",,10/23,Submarine Deluxe,Documentary,Pump,9/19,378,PG,"September 19, 2014",1 hrs. 28 min.,SD,10,"$89,787",2014
"$17,000","$94,500",,9/11,A24,Comedy,Life After Beth,8/15,379,R,"August 15, 2014",1 hrs. 31 min.,A24,30,"$88,273",2014
"$9,000","$94,200",,-,Rocky Mountain Pictures,Documentary,The Principle,10/24,380,PG,"October 24, 2014",,RM,3,"$89,543",2014
"$16,700","$93,100",,4/24,Cohen Media Group,Drama,Breathe In,3/28,381,R,"March 28, 2014",1 hrs. 38 min.,Cohen,41,"$89,661",2014
"$7,000","$92,000",,1/15,Bond/360,Documentary,Advanced Style,9/26,382,Unrated,"September 26, 2014",1 hrs. 12 min.,B360,12,"$87,879",2014
"$9,900","$91,200",,-,Cinedigm Entertainment,Documentary,Visitors (2014),1/24,383,Unrated,"January 24, 2014",1 hrs. 27 min.,Cdgm.,13,"$84,577",2014
"$47,900","$89,800",,2/27,Oscilloscope Pictures,Documentary,12 O'Clock Boys,1/31,384,Unrated,"January 31, 2014",1 hrs. 16 min.,Osci.,21,"$82,614",2014
"$8,000","$87,700",,5/15,Entertainment One,Foreign,Watermark,4/4,385,PG,"April 4, 2014",1 hrs. 30 min.,EOne,16,"$84,464",2014
"$40,900","$85,500","$600,000",5/27,North/South Pictures,Crime Drama,Water & Power,5/2,386,Unrated,"May 2, 2014",1 hrs. 28 min.,NS,16,"$82,312",2014
"$4,400","$84,200",,11/20,"Monterey Media, Inc.",Drama,Fort McCoy,8/15,387,R,"August 15, 2014",1 hrs. 41 min.,Mont.,14,"$78,948",2014
"$50,500","$81,700",,3/27,Samuel Goldwyn,Comedy,Better Living Through Chemistry,3/14,388,Unrated,"March 14, 2014",1 hrs. 31 min.,Gold.,61,"$75,143",2014
"$14,800","$81,200",,8/21,Magnolia,Documentary,Whitey: USA v. James J. Bulger,6/27,389,R,"June 27, 2014",1 hrs. 47 min.,Magn.,9,"$75,881",2014
"$12,500","$79,200",,6/29,Distrib Films,Foreign,Just a Sigh,3/21,390,Unrated,"March 21, 2014",1 hrs. 45 min.,Distrib.,6,"$75,531",2014
"$14,000","$77,200",,-,The Film Desk,Foreign,"Je T'aime, Je T'aime (2014 re-issue)",2/14,391,Unrated,"February 14, 2014",,FDesk,2,"$71,717",2014
"$4,900","$76,700",,10/9,GKIDS,Animation,A Letter to Momo,7/23,392,Unrated,"July 23, 2014",2 hrs. 0 min.,GK,7,"$71,712",2014
"$1,300","$75,200",,1/1,Dada Films,Foreign,"Flamenco, Flamenco",7/18,393,Unrated,"July 18, 2014",1 hrs. 36 min.,Da.,5,"$71,732",2014
"$48,200","$74,800",,4/17,Word Films,Documentary,Veil of Tears,3/28,394,PG-13,"March 28, 2014",1 hrs. 25 min.,WF,8,"$72,078",2014
"$4,400","$73,900",,12/11,Amplify,Drama,The Better Angels,11/7,395,PG,"November 7, 2014",1 hrs. 35 min.,Ampl.,24,"$70,918",2014
"$27,400","$72,900",,10/26,Abramorama,Documentary,Take Me to the River,9/12,396,PG,"September 12, 2014",1 hrs. 35 min.,Abr.,13,"$68,598",2014
"$4,700","$70,200",,8/14,Sony Classics,Documentary,For No Good Reason,4/25,397,R,"April 25, 2014",1 hrs. 29 min.,SPC,21,"$67,421",2014
"$3,300","$70,100",,11/20,Sony Classics,Foreign,The Notebook (2014),8/29,398,R,"August 29, 2014",1 hrs. 49 min.,SPC,15,"$66,559",2014
"$43,500","$69,600",,3/27,Radius-TWC,Comedy,Art of the Steal,3/14,399,R,"March 14, 2014",1 hrs. 35 min.,RTWC,60,"$64,065",2014
"$10,100","$69,400",,1/29,First Run,Documentary,Through a Lens Darkly,8/27,400,Unrated,"August 27, 2014",1 hrs. 30 min.,FRun,3,"$65,169",2014
"$5,900","$68,300",,10/12,Distrib Films,Foreign,Jealousy,8/15,401,Unrated,"August 15, 2014",1 hrs. 17 min.,Distrib.,6,"$63,946",2014
"$9,400","$66,500",,9/4,Music Box Films,Foreign,The Last Sentence,6/20,402,Unrated,"June 20, 2014",2 hrs. 6 min.,MBox,6,"$62,506",2014
"$34,100","$66,100",,6/19,UTV Communications,Foreign,Heropanti,5/23,403,Unrated,"May 23, 2014",2 hrs. 26 min.,UTV,16,"$63,649",2014
"$8,600","$65,700",,7/3,CJ Entertainment,Foreign,No Tears for the Dead,6/13,404,Unrated,"June 13, 2014",1 hrs. 56 min.,CJ,13,"$63,063",2014
"$4,700","$64,800",,8/28,Zeitgeist,Foreign,Siddharth,6/27,405,Unrated,"June 27, 2014",1 hrs. 37 min.,Zeit.,6,"$60,537",2014
"$11,700","$63,700",,10/16,Magnolia,Drama,Frontera,9/5,406,PG-13,"September 5, 2014",1 hrs. 43 min.,Magn.,14,"$59,696",2014
"$4,800","$63,400",,6/19,IFC,Foreign,Young and Beautiful,4/25,407,Unrated,"April 25, 2014",1 hrs. 33 min.,IFC,8,"$61,067",2014
"$6,900","$63,200",,12/4,Strand,Foreign,Wetlands,9/5,408,Unrated,"September 5, 2014",1 hrs. 45 min.,Strand,10,"$59,478",2014
"$20,300","$62,800",,5/15,Drafthouse,Comedy Thriller,Cheap Thrills,3/21,409,Unrated,"March 21, 2014",1 hrs. 25 min.,Drft.,18,"$59,424",2014
"$4,000","$62,400",,8/7,Strand,Foreign,Bicycling with Moliere,4/23,410,Unrated,"April 23, 2014",1 hrs. 44 min.,Strand,6,"$59,874",2014
,"$62,300",,12/18,Kino Lorber,Foreign,The Conformist (2014 re-release),8/29,411,R,"August 29, 2014",1 hrs. 51 min.,KL,4,"$58,657",2014
"$2,200","$61,600",,4/30,First Run,Documentary,Sagrada: The Mystery of Creation,9/12,412,Unrated,"September 12, 2014",1 hrs. 29 min.,FRun,5,"$58,755",2014
"$41,300","$61,500",,5/8,Focus Features,Romantic Comedy,Walk of Shame,5/2,413,R,"May 2, 2014",1 hrs. 35 min.,Focus,51,"$59,209",2014
"$31,800","$61,500",,3/13,Cinedigm Entertainment,Crime Drama,The Bag Man,2/28,414,R,"February 28, 2014",1 hrs. 48 min.,Cdgm.,15,"$56,574",2014
"$5,000","$61,500",,9/18,Kino Lorber,Foreign,The Rocket (2014),1/10,415,Unrated,"January 10, 2014",1 hrs. 36 min.,KL,7,"$56,823",2014
"$50,700","$61,400",,12/11,Abramorama,Drama,The One I Wrote For You,12/5,416,Unrated,"December 5, 2014",1 hrs. 50 min.,Abr.,49,"$58,872",2014
"$39,000","$60,700",,10/30,Samuel Goldwyn,Comedy / Drama,Rudderless,10/17,417,R,"October 17, 2014",1 hrs. 45 min.,Gold.,18,"$58,293",2014
"$5,500","$60,300",,8/14,Drafthouse,Foreign,Borgman,6/6,418,Unrated,"June 6, 2014",1 hrs. 53 min.,Drft.,14,"$57,474",2014
"$10,100","$60,300",,7/3,Big World Pictures,Foreign,In Bloom,1/10,419,Unrated,"January 10, 2014",1 hrs. 42 min.,BWP,4,"$56,092",2014
"$8,200","$59,700",,6/19,Abramorama,Documentary,Big Men,3/14,420,Unrated,"March 14, 2014",1 hrs. 39 min.,Abr.,3,"$56,286",2014
"$9,100","$59,500",,7/24,Film Movement,Foreign,Ilo Ilo,4/4,421,Unrated,"April 4, 2014",1 hrs. 39 min.,FM,4,"$56,773",2014
"$7,900","$59,000",,7/31,IFC,Drama,Hellion,6/13,422,R,"June 13, 2014",1 hrs. 49 min.,IFC,9,"$55,708",2014
"$11,100","$58,700",,10/30,Tribeca Film,Drama,Starred Up,8/27,423,Unrated,"August 27, 2014",1 hrs. 45 min.,Trib.,7,"$54,915",2014
"$36,700","$58,500",,2/20,Anchor Bay Films,Romance,At Middleton,1/31,424,R,"January 31, 2014",1 hrs. 39 min.,Anch.,20,"$53,837",2014
"$5,000","$57,200",,1/15,"Monterey Media, Inc.",Drama,Half of a Yellow Sun,5/16,425,R,"May 16, 2014",1 hrs. 53 min.,Mont.,7,"$54,529",2014
"$24,500","$56,600",,9/25,Starz Media,Documentary,To Be Takei,8/22,426,Unrated,"August 22, 2014",1 hrs. 33 min.,SM,22,"$52,823",2014
"$5,500","$56,300",,12/18,Oscilloscope Pictures,Drama,Low Down,10/24,427,R,"October 24, 2014",1 hrs. 54 min.,Osci.,8,"$54,051",2014
"$25,100","$56,200",,11/20,Film Movement,Foreign,"1,000 Times Good Night",10/24,428,Unrated,"October 24, 2014",1 hrs. 57 min.,FM,24,"$53,895",2014
"$6,200","$56,100",,5/22,IFC,Drama,Hateship Loveship,4/11,429,R,"April 11, 2014",1 hrs. 42 min.,IFC,15,"$54,030",2014
"$11,000","$55,000",,5/29,Strand,Foreign,The Missing Picture,3/19,430,Unrated,"March 19, 2014",1 hrs. 32 min.,Strand,9,"$52,164",2014
"$26,800","$54,900",,6/26,Gravitas Ventures,Comedy,Ping Pong Summer,6/6,431,Unrated,"June 6, 2014",1 hrs. 32 min.,Grav.,17,"$52,909",2014
,"$53,500",,-,Sideshow Releasing,Romantic Comedy,Shirin in Love,3/14,432,Unrated,"March 14, 2014",1 hrs. 44 min.,SSR,,"$49,254",2014
"$7,400","$52,700",,10/2,Quadratic Media,Comedy / Drama,The Discoverers,5/16,433,Unrated,"May 16, 2014",1 hrs. 44 min.,Quad,4,"$50,020",2014
"$7,900","$52,700",,10/2,Variance Films,Drama,The Retrieval,3/14,434,R,"March 14, 2014",1 hrs. 34 min.,Vari.,5,"$50,257",2014
"$8,600","$52,500",,5/4,Vitagraph,Family,American Mustang,1/17,435,PG,"January 17, 2014",,Vita.,3,"$48,700",2014
"$22,500","$52,400",,7/20,FilmBuff/Participant Media,Documentary,The Internet's Own Boy,6/27,436,Unrated,"June 27, 2014",1 hrs. 45 min.,FB/Part.,12,"$48,911",2014
"$23,500","$51,800",,4/17,Screen Media,Comedy,A Birder's Guide to Everything,3/21,437,PG-13,"March 21, 2014",1 hrs. 26 min.,Scre.,8,"$48,713",2014
"$22,300","$51,500",,-,Spacey LTD,Documentary,NOW: In the Wings on a World Stage,5/2,438,Unrated,"May 2, 2014",1 hrs. 33 min.,Spa.,3,"$49,591",2014
"$5,500","$51,000",,1/15,Distrib Films,Foreign,Viva La Liberta,11/7,440,Unrated,"November 7, 2014",1 hrs. 34 min.,Distrib.,10,"$48,541",2014
"$3,900","$51,000",,7/31,IFC,Romantic Comedy,Lucky Them,5/30,439,R,"May 30, 2014",1 hrs. 36 min.,IFC,9,"$48,421",2014
"$7,900","$50,700",,6/5,Rialto,Foreign,Alphaville (2013 re-release),2/7,441,Unrated,"February 7, 2014",1 hrs. 39 min.,Rialto,2,"$47,696",2014
"$17,400","$50,300",,5/15,Entertainment One,Drama,Decoding Annie Parker,5/2,442,R,"May 2, 2014",1 hrs. 31 min.,EOne,13,"$48,390",2014
"$7,500","$50,100",,10/12,Abramorama,Drama,A Master Builder,7/23,443,Unrated,"July 23, 2014",2 hrs. 7 min.,Abr.,4,"$46,874",2014
"$32,900","$48,400",,8/3,Rocky Mountain Pictures,Documentary,There's No Place Like Utopia,7/18,444,PG-13,"July 18, 2014",1 hrs. 50 min.,RM,5,"$45,254",2014
,"$48,300",,11/12,Kino Lorber,Documentary,Monk With a Camera,11/21,445,Unrated,"November 21, 2014",1 hrs. 30 min.,KL,4,"$45,938",2014
"$13,300","$47,700",,10/30,Drafthouse,Documentary,The Dog,8/8,446,Unrated,"August 8, 2014",1 hrs. 40 min.,Drft.,16,"$44,581",2014
"$5,300","$47,300",,7/24,International Film Circuit,Documentary,Ai Weiwei: The Fake Case,5/16,447,Unrated,"May 16, 2014",1 hrs. 29 min.,ICir,8,"$45,255",2014
"$5,400","$47,200",,3/13,Long Shot Factory,Documentary,If You Build It,1/10,450,Unrated,"January 10, 2014",1 hrs. 25 min.,Long Shot,5,"$43,393",2014
"$38,400","$47,200",,5/29,Seatzy,Historical Drama,Return to The Hiding Place,5/23,449,PG-13,"May 23, 2014",1 hrs. 42 min.,SEA,5,"$45,405",2014
"$32,300","$47,200",,6/19,UTV Communications,Foreign,Filmistaan,6/6,448,Unrated,"June 6, 2014",1 hrs. 57 min.,UTV,24,"$45,406",2014
"$20,400","$46,200",,10/9,Eleven Arts,Animation,Road to Ninja - Naruto the Movie,8/29,451,Unrated,"August 29, 2014",1 hrs. 49 min.,Elev.,44,"$43,171",2014
"$5,700","$46,000",,4/17,Strand,Drama,Interior. Leather Bar.,1/3,452,Unrated,"January 3, 2014",1 hrs. 0 min.,Strand,2,"$42,534",2014
"$29,200","$46,000",,4/3,Roadside Attractions,Crime Drama,Blood Ties (2014),3/21,453,R,"March 21, 2014",2 hrs. 24 min.,RAtt.,28,"$42,472",2014
"$2,700","$44,700",,6/26,Ketchup Entertainment,Documentary,Next Goal Wins,4/25,454,Unrated,"April 25, 2014",1 hrs. 37 min.,KE,10,"$43,089",2014
"$15,600","$44,100",,-,Cohen Media Group,Documentary,The Last Of The Unjust,2/7,455,PG-13,"February 7, 2014",3 hrs. 38 min.,Cohen,8,"$40,563",2014
"$8,700","$42,500",,5/29,Oscilloscope Pictures,Documentary,Teenage,3/14,456,Unrated,"March 14, 2014",1 hrs. 18 min.,Osci.,4,"$40,169",2014
"$29,600","$42,100",,8/14,Well Go USA,Drama,Child of God,8/1,457,R,"August 1, 2014",1 hrs. 44 min.,WGUSA,8,"$39,324",2014
"$7,100","$41,700",,11/6,Argot Pictures,Documentary,Expedition to the End of the World,8/20,458,Unrated,"August 20, 2014",1 hrs. 30 min.,Argo.,4,"$39,115",2014
"$7,000","$41,300",,4/24,Breaking Glass Pictures,Foreign / Action,7 Boxes,2/7,459,Unrated,"February 7, 2014",1 hrs. 40 min.,BGP,7,"$38,106",2014
"$18,100","$39,000",,11/2,Well Go USA,Horror Comedy,Dead Snow 2: Red vs. Dead,10/10,460,R,"October 10, 2014",1 hrs. 40 min.,WGUSA,25,"$37,473",2014
"$11,100","$37,800",,10/2,Starz Media,Comedy,Not Cool,9/19,461,Unrated,"September 19, 2014",1 hrs. 30 min.,SM,1,"$36,026",2014
,"$37,600",,9/7,Cohen Media Group,Foreign,That Man From Rio,8/22,462,Unrated,"August 22, 2014",1 hrs. 52 min.,Cohen,2,"$35,144",2014
"$25,200","$37,500",,3/27,Eleven Arts,Animation,Tiger & Bunny The Movie: The Rising,3/14,463,Unrated,"March 14, 2014",1 hrs. 48 min.,Elev.,18,"$34,471",2014
"$12,400","$36,900",,1/15,Rialto,Foreign,Le Jour Se Leve (2014 re-release),11/14,464,Unrated,"November 14, 2014",1 hrs. 27 min.,Rialto,3,"$35,321",2014
"$17,100","$36,800",,10/16,Argot Pictures,Documentary,This Ain't No Mouse Music!,9/19,465,Unrated,"September 19, 2014",1 hrs. 32 min.,Argo.,6,"$34,754",2014
"$5,000","$36,300",,11/6,Zeitgeist,Animation,Rocks in my Pockets,9/3,466,Unrated,"September 3, 2014",1 hrs. 28 min.,Zeit.,3,"$34,236",2014
"$6,900","$36,100",,-,Magnolia,Foreign,Big Bad Wolves,1/17,467,Unrated,"January 17, 2014",1 hrs. 50 min.,Magn.,7,"$33,232",2014
"$17,400","$36,100",,5/15,Tribeca Film,Drama,Beneath the Harvest Sky,4/25,468,Unrated,"April 25, 2014",1 hrs. 56 min.,Trib.,10,"$34,768",2014
"$19,700","$36,000",,-,Eleven Arts,Animation,Expelled from Paradise,12/13,469,Unrated,"December 13, 2014",1 hrs. 44 min.,Elev.,13,"$34,510",2014
,"$35,900",,10/9,Eleven Arts,Animation,K: Missing Kings,7/18,470,Unrated,"July 18, 2014",1 hrs. 13 min.,Elev.,39,"$33,531",2014
"$7,800","$35,900",,7/24,Magnolia,Crime,Filth,5/30,471,R,"May 30, 2014",1 hrs. 37 min.,Magn.,5,"$34,411",2014
"$10,300","$35,700",,-,Drafthouse,Historical Drama,A Field in England,2/7,472,Unrated,"February 7, 2014",1 hrs. 30 min.,Drft.,13,"$32,846",2014
"$8,900","$35,700",,5/15,Variance Films,Drama,It Felt Like Love,3/21,473,Unrated,"March 21, 2014",1 hrs. 22 min.,Vari.,3,"$33,817",2014
"$6,600","$35,200",,12/11,Magnolia,Drama,White Bird in a Blizzard,10/24,474,R,"October 24, 2014",1 hrs. 31 min.,Magn.,14,"$33,821",2014
"$8,000","$33,900",,10/9,IFC,Romance,Bird People,9/12,475,Unrated,"September 12, 2014",2 hrs. 8 min.,IFC,7,"$32,111",2014
"$9,800","$33,800",,10/30,Strand,Foreign,Abuse of Weakness,8/15,476,Unrated,"August 15, 2014",1 hrs. 45 min.,Strand,5,"$31,611",2014
